,Unnamed: 0,url,Product_Code,Name,In_Stock,Price,Nib_Size,Condition,Brand,Type,Color,Demonstrator,Body_Material,Cap_Type,Compatible_inks_&_refills,Filling_Mechanism,Grip_Material,Nib_Color,Nib_Material,Postable,Retractable,Trim,Diameter_Body,Diameter_Cap_(without_clip),Diameter_Cap_(with_clip),Diameter_Grip,Length_Body,Length_Cap,Length_Nib,Length_Overall_(Closed),Length_Overall_(Posted),Weight_Body,Weight_Cap,Weight_Overall,Max_Ink_Capacity_Piston_Vac,Max_Ink_Capacity_Cartridge,Max_Ink_Capacity_Converter,Max_Ink_Capacity_Eyedropper,Cap_Rotations,Description
339,339,https://www.gouletpens.com/collections/all-fountain-pens/products/monteverde-rodeo-drive-fountain-pen-polaris,MV42147,Monteverde Rodeo Drive Fountain Pen - Polaris,True,$68.00,"Extra-Fine, Fine, Medium",New,Monteverde,Fountain Pens,"Blue, Purple",No,Lacquered brass,Screw-cap,"Bottled inks, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Metal,Black,Steel,Yes,No,Black,12.6mm (0.50in),14.0mm (0.55in),18.4mm (0.72in),8.7mm (0.34in),130.7mm (5.15in),58.6mm (2.31in),23.5mm (0.93in),138.3mm (5.44in),160.2mm (6.31in),28.0g (0.99oz),10.0g (0.35oz),38.0g (1.34oz),,1.70ml,1.12ml,,1.25,"
Monteverde USA is back and more exquisite than ever with the Rodeo Drive collection. When simplicity and elegance join together, the result is an alluring pen made from state of the art materials. The Rodeo Drive drew inspiration from the glamor of Beverly Hills lifestyle. Each pen is crafted in brass, enhanced with hand-made metallic lacquer, and accentuated with chrome creating a captivating writing instrument. Ergonomically balanced, a joy to own, and ideal for pocket, briefcase, purse, or desk, your collection won’t be complete without Rodeo Drive.
This blue and purple fountain pen has a black #6 Bock steel nib, and fills via standard international ink cartridges or converter (included).
Click to shop all compatible short or long standard international ink cartridges.
"
340,340,https://www.gouletpens.com/collections/all-fountain-pens/products/platinum-3776-century-fountain-pen-black-diamond,Plat-PNB-15000CR-7-EF,Platinum #3776 Century Fountain Pen - Black Diamond,True,$192.00,"Extra-Fine, Fine, Soft Fine, Medium",New,Platinum,Fountain Pens,Black,Yes,Resin,Screw-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,14kt Gold,Yes,No,Silver,13mm (0.5in),15mm (0.6in),17mm (0.7in),10.1mm (0.4in),120mm (4.7in),67mm (2.6in),23mm (0.9in),140mm (5.5in),159mm (6.3in),10g (0.4oz),10g (0.4oz),20g (0.7oz),,1.27ml,0.82ml,,1.75,"
With Platinum's latest technology and innovative cap design, the ""Slip & Seal"" mechanism in this #3776 Century model prevents the ink from drying out for up to 24 months. This translucent black fountain pen is accented by silver trim. It accepts proprietary Platinum cartridges or a Platinum converter for use with bottled ink (both are included), and features a rhodium-plated 14k gold nib.
Click here to shop all compatible Platinum ink cartridges.
"
341,341,https://www.gouletpens.com/collections/all-fountain-pens/products/opus-88-koloro-fountain-pen-beige,OP-96083901F,Opus 88 Koloro Fountain Pen - Beige/Teal,True,$93.00,"Extra-Fine, Fine, Medium, Broad",New,Opus 88,Fountain Pens,"Blue, Brown",Yes,"Ebonite, Resin",Screw-cap,Bottled inks,Eyedropper,Resin,Silver,Steel,Yes,No,Silver,13.8mm (0.5in),15.9mm (0.6in),19.5mm (0.8in),9.7mm (0.4in),124.7mm (4.9in),63.4mm (2.5in),18.1mm (0.7in),142.5mm (5.6in),159.8mm (6.3in),13g (0.5oz),11g (0.4oz),24g (0.8oz),,,,2.14ml,3.75,"
The Opus 88 Koloro fountain pen is truly unique writing instrument. Featuring a sharp alternating material scheme of beige ebonite and teal blue resin, this pen’s design stands on its own.
The Koloro is a traditional Japanese style eyedropper-filled pen with a piston operated shut-off valve. An ebonite piston and rubber gasket seals the feed off from the barrel when fully depressed, reducing the risk of leakage and burping. By unscrewing the ebonite blind cap and loosening the rod at the rear of the barrel, you open up the ink flow to the feed. During long writing sessions, leave the shut-off valve open to take advantage of the Koloro’s impressive ink capacity. Having the translucent resin portions of the pen allows you to see both your current ink level and your nib while capped.
The Koloro features chrome hardware and a stainless steel #5 JoWo nib and includes a glass eyedropper to fill the pen with your favorite ink.
"
342,342,https://www.gouletpens.com/collections/all-fountain-pens/products/lamy-dialog-3-fountain-pen-matte-black,LMY-L74BKEF,LAMY Dialog 3 Fountain Pen - Matte Black,True,$319.20,"Extra-Fine, Fine, Medium",New,LAMY,Fountain Pens,Black,No,Lacquered metal,Capless,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Metal,Two-Tone,14kt Gold,No,Yes,Silver,13.6mm (0.5in),13.6mm (0.5in),,13.6mm (0.5in),139mm (5.5in),,16.3mm (0.6in),139mm (5.5in),,47g (1.7oz),,47g (1.7oz),,1.58ml,1.10ml,,,"
The LAMY Dialog 3 is a revolutionary fountain pen without a cap. Thanks to a fascinating twist mechanism the nib slides elegantly out of the interior of the barrel, while the clip retracts onto the shell. The twist-action fountain pen is then ready to write. When the fountain pen is twisted closed, a ball valve automatically moves in front of the opening and protects the retracted nib from drying out and getting dirty. The clip lifts up and the fountain pen can be clipped into a pocket or bag.
This matte black fountain pen comes with a smooth interchangeable two-tone 14K gold nib. It comes with a blue LAMY ink cartridge and a Z27 converter to get you started writing right away!
Note: To ensure quality performance, LAMY tests their pens as a final step in manufacturing. If you happen to see any residual blue ink, rest assured that this is normal.
Click here to shop all compatible LAMY ink cartridges.
"
343,343,https://www.gouletpens.com/collections/all-fountain-pens/products/conklin-all-american-fountain-pen-old-glory,CK71437-BN,Conklin All American Fountain Pen - Old Glory,True,$76.00,"Extra-Fine, Fine, Medium, Flex",New,Conklin,Fountain Pens,"Blue, Red, White/Ivory",No,Resin,Screw-cap,"Bottled inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,15mm (0.6in),17mm (0.7in),21mm (0.8in),11mm (0.4in),126mm (5in),68mm (2.7in),23mm (0.9in),144mm (5.7in),168mm (6.6in),18g (0.6oz),13g (0.5oz),31g (1.1oz),,1.69ml,1.04ml,,1.75,"
Crafted from high-grade, hand-made European resins, the Conklin All American is impressively large in size, yet not so big as to be uncomfortable in the hand. The screw cap and barrel are carefully tapered to provide a nice balance. The trademark Rocker Clip allows users to easily secure the pen to a shirt or coat pocket. The All American comes with a threaded, standard international converter and also uses reliable (short or long) standard international cartridges. The pen comes with a #6 steel nib.The Conklin Pen Company was established in 1898 and is still regarded as one of the most significant and innovative manufacturers from what is today known as the Golden Era of fountain pens.During the 1930s, at the dawn of the depression, Conklin launched a collection that was priced more affordably to the general public. The ""All American"" collection was offered in a variety of sizes, filling mechanisms and finishes with the aim of satisfying a growing market demand for good quality, but affordably priced writing instruments. Today this pen pays homage to the classic designs of the vintage Conklin era.The All American collection draws its inspiration from the rich heritage of the Conklin brand, which was purchased and revived by Yafa in 2009. The rebooted All American is manufactured in Asia, assembled and distributed from Canoga Park, California, and pays tribute to its roots with a ""Toledo, Ohio"" engraving on its nib and barrel. This collection brings a vibrant, contemporary style to a classic, oversize streamlined design. We are excited to exclusively offer this pen with a German-made nib from Bock. For over 75 years Bock has been manufacturing parts for fine writing instruments and we’re confident that you’ll love how these nibs enhance your writing experience!The Bock logo will be imprinted on the nib rather than the imprint shown in the photo, and will not have an imprint to note the nib size.This exclusive offering only applies to the Extra-Fine, Fine, and Medium nibs, and does not apply to the Omniflex nibs.
Click to shop all compatible short or long standard international ink cartridges.
"
344,344,https://www.gouletpens.com/collections/all-fountain-pens/products/kaweco-frosted-sport-fountain-pen-light-blueberry,KAW-10001876,Kaweco Frosted Sport Fountain Pen - Light Blueberry,True,$25.00,"Extra-Fine, Fine, Medium",New,Kaweco,Fountain Pens,Turquoise,Yes,Resin,Screw-cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter, Eyedropper",Resin,Silver,Steel,Yes,No,Silver,11.0mm (0.43in),14.0mm (0.55in),18.0mm (0.71in),9.4mm (0.37in),100.0mm (3.94in),70.0mm (2.76in),17.0mm (0.67in),105.0mm (4.13in),132.0mm (5.20in),6.0g (0.21oz),4.0g (0.14oz),10.0g (0.35oz),,0.97ml,0.67ml,2.89ml,1,"
The Kaweco Frosted Sport is a pocket-sized fountain pen that when posted transforms into a full-sized pen that easily fits in your hand. This translucent frosted turquoise blue fountain pen comes with a stainless steel nib and an ink cartridge to get you started writing right away!
It uses short standard international ink cartridges, or you can easily convert it to an eyedropper pen with a little bit of silicone grease. Converter and optional clip sold separately.
Note: This pen comes with an ink cartridge stored in the body. If it doesn’t fall right out, you can get it loose by giving the body a few solid taps on a hard surface.
Click here to shop all compatible short standard international ink cartridges.
"
345,345,https://www.gouletpens.com/collections/all-fountain-pens/products/diplomat-traveller-fountain-pen-stainless-steel-gold,DP-D10057453,Diplomat Traveller Fountain Pen - Stainless Steel Gold,True,$40.00,"Fine, Medium",New,Diplomat,Fountain Pens,Silver/Grey,No,Stainless Steel,Snap-cap,"Bottled Inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Resin,Gold,Steel,Yes,No,Gold,10.0mm (0.39in),10.0mm (0.39in),12.4mm (0.49in),7.3mm (0.29in),116.8mm (4.60in),56.8mm (2.24in),16.3mm (0.64in),135.3mm (5.33in),153.9mm (6.06in),9.0g (0.32oz),8.0g (0.28oz),17.0g (0.60oz),,1.52ml,0.55ml,,,"
The Diplomat Traveller fountain pen features a slim and elegant design. The stainless steel body is accented with gold-plated trim. It comes with a smooth writing gold-plated JoWo stainless steel nib and fills via standard international cartridge/converter (both are included).
Click to shop all compatible short or long standard international ink cartridges.
"
346,346,https://www.gouletpens.com/collections/all-fountain-pens/products/faber-castell-essentio-fountain-pen-rose-aluminum,FB-148422,Faber-Castell Essentio Fountain Pen - Rose Aluminum,True,$48.00,"Extra-Fine, Fine, Medium, Broad",New,Faber-Castell,Fountain Pens,Pink,No,Aluminum,Snap-cap,"Bottled inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Aluminum,Silver,Steel,Yes,No,Silver,11.9mm (0.5in),14.8mm (0.6in),19.9mm (0.8in),10.6mm (0.4in),133.8mm (5.3in),62.6mm (2.5in),18.2mm (0.7in),139.4mm (5.5in),190.4mm (7.5in),18g (0.6oz),6g (0.2oz),24g (0.8oz),,1.62ml,1.04ml,,,"
The Faber-Castell Essentio Aluminum fountain pen collection is beautiful to look at, comfortable to hold, and a pleasure to write with. A redesigned version of the original Faber-Castell Basic, the Essentio comes with a beautiful brushed aluminum finish in ballet pink, with a polished chrome clip. The ergonomic grip section is ribbed for ease of holding. It is finished with an ink window to view your ink level, and a smooth steel nib. It comes with a short standard international cartridge, or you can purchase a converter separately.
Click to shop all compatible short or long standard international ink cartridges.
"
347,347,https://www.gouletpens.com/collections/all-fountain-pens/products/montegrappa-fortuna-fountain-pen-blazer,MG-ISFOH2BZ,Montegrappa Fortuna Fountain Pen - Blazer (+ Free Silver Mug) - Closeout,True,$349.00,Broad,New,Montegrappa,Fountain Pens,"Blue, Orange, Red, Silver/Grey",No,Stainless Steel,Screw-cap,"Bottled inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Stainless steel,Silver,Steel,Yes,No,Silver,13.5mm (0.5in),16.5mm (0.6in),20mm (0.8in),10.7mm (0.4in),125.7mm (4.9in),58.7mm (2.3in),22.5mm (0.9in),135.4mm (5.3in),156.4mm (6.2in),29g (1.1oz),19g (0.7oz),48g (1.9oz),,,,,1.25,"
The Montegrappa Fortuna Blazer fountain pen features a fire-burnished stainless steel cap and barrel with brushed stainless steel accents, creating an elegant yet modern look. The polished steel surface of the pen barrel and cap basks in bluish, iridescent shades, just as a heated metal would do. This fountain pen features a super smooth steel nib, and accepts standard international ink cartridges or a converter (included).
This color has been discontinued; all sales are final.
From Montegrappa: Inspiration comes to us at Montegrappa from a variety of sources and places and events and objects. All celebrate some aspect of life, and what enriches it. In the wake of the great success of the Mule line, inspired by a famous cocktail, we looked again at another favourite tipple, the Blue Blazer.  An enticing mix of scotch, boiling water and powdered sugar, the Blue Blazer earns its incendiary name from the theatre that accompanies it: the drink is set alight. Celebrating its 155th birthday this year, the Blue Blazer is said to be the first cocktail to undergo the touch of the flame. Most distinctively, the drink is prepared with two large tankards, between which the stream of flame travels.  Our Montegrappa Blazer is based on the Fortuna shape, but with its cap and body made, appropriately, of fire-burnished stainless steel with a vintage-looking brushed silver trim. The polished steel surface of the pen barrel and cap basks in bluish, iridescent shades, just as a heated metal would do.
Click to shop all compatible short or long standard international ink cartridges.
"
348,348,https://www.gouletpens.com/collections/all-fountain-pens/products/monteverde-tool-fountain-pen-yellow,MV35550,Monteverde Tool Fountain Pen - Yellow,True,$40.00,"Extra-Fine, Fine, Medium",New,Monteverde,Fountain Pens,Yellow,No,Lacquered brass,Screw-cap,Standard international short cartridges,Cartridge,Metal,Silver,Steel,No,No,Silver,10.0mm (0.39in),10.0mm (0.39in),13.0mm (0.51in),10.0mm (0.39in),153.0mm (6.02in),23.0mm (0.91in),17.0mm (0.67in),153.0mm (6.02in),,35.0g (1.23oz),2.0g (0.07oz),37.0g (1.31oz),,0.99ml,,,2.5,"

This Monteverde Tool Pen fountain pen features a yellow body with chrome accents and a #5 steel nib. The heavy weight, 6-sided brass barrel houses a smooth writing steel nib at one end and an ultra sensitive touch screen stylus at the other. Under the stylus top are Phillips and flat head screwdrivers, while on the barrel are a built-in level, ruler and 3 different scale functions. The chiseled spring clip will hold the Tool pen securely in your pocket, ready to handle more jobs than any other pen! This fountain pen only accepts short standard international ink cartridges. Features include:

Bubble level
4 different rulers (standard/metric)
Phillips and flat-head screwdriver
Electrostatic rubber stylus tip, for touch-screen devices
Straightedge

Click here to shop all compatible short standard international ink cartridges.
"
349,349,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-explorer-fountain-pen-gray,PN12271,Pilot Explorer Fountain Pen - Gray,True,$23.60,"Fine, Medium",New,Pilot,Fountain Pens,Silver/Grey,No,Resin,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Black,12.2mm (0.48in),13.5mm (0.53in),16.5mm (0.65in),8.8mm (0.35in),128.0mm (5.04in),57.7mm (2.27in),17.6mm (0.69in),142.0mm (5.59in),162.3mm (6.39in),6.0g (0.21oz),6.0g (0.21oz),12.0g (0.42oz),,1.08ml,1.28ml,,,"
Introducing the Explorer, the newest value fountain pen from Pilot. This gray resin pen has a matte metallic finish and is complemented by black trim. It has a snap cap, a stainless steel nib, and comes with a Pilot ink cartridge. You can also use a CON-40 twist piston converter (sold separately) to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
350,350,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-explorer-fountain-pen-blue,PN12274,Pilot Explorer Fountain Pen - Blue,True,$23.60,"Fine, Medium",New,Pilot,Fountain Pens,Blue,No,Resin,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Black,12.2mm (0.48in),13.5mm (0.53in),16.5mm (0.65in),8.8mm (0.35in),128.0mm (5.04in),57.7mm (2.27in),17.6mm (0.69in),142.0mm (5.59in),162.3mm (6.39in),6.0g (0.21oz),6.0g (0.21oz),12.0g (0.42oz),,1.08ml,1.28ml,,,"
Introducing the Explorer, the newest value fountain pen from Pilot. This blue resin pen has a matte metallic finish and is complemented by black trim. It has a snap cap, a stainless steel nib, and comes with a Pilot ink cartridge. You can also use a CON-40 twist piston converter (sold separately) to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
351,351,https://www.gouletpens.com/collections/all-fountain-pens/products/benu-hexagon-fountain-pen-titan-special-edition,BN-07-2-01-05-0-EF,BENU Hexagon Fountain Pen - Titan (Special Edition),True,$90.00,"Extra-Fine, Fine, Medium, Broad",New,BENU,Fountain Pens,"Blue, Purple",No,Resin,Screw-cap,"Bottled Inks, Standard international long, Standard international short cartridges","Cartridge, Converter, Eyedropper",Resin,Silver,Steel,Yes,No,,15.6mm (0.61in),17.8mm (0.70in),,9.0mm (0.35in),131.0mm (5.16in),63.5mm (2.50in),16.4mm (0.65in),140.1mm (5.52in),158.0mm (6.22in),13.0g (0.46oz),6.0g (0.21oz),19.0g (0.67oz),,1.64ml,1.10ml,4.41ml,2.75,"
A Goulet exclusive, special edition design! This resin fountain pen features a purple base that transitions to a glow-in-the-dark blue at the end of the barrel and cap, with large multi-colored sparkles throughout. It has a silver colored stainless steel nib, a translucent purple resin grip and accents, is clipless, and does post. This fountain pen comes with a standard international converter and one long blue ink cartridge. You can also convert it to eyedropper fill.Never before visible to the naked eye, Titan, the first known moon of Saturn, has inspired this first collaboration between Benu and the Goulet Pen Company. In Greek mythology the Titans were divine beings thought to personify the Earth and the Sky or Heavens.  In this special edition pen, we created a gentle band of luminescent glow-in-the-dark blue that fades into a darker pool of deep purple. Across this background a cascade of glittering stars provides a unique impression of the heavens in each pen. Graphic and flamboyant, the pens from the Hexagon collection features the pattern of nature’s most perfect six-sided polygon shapes. Aesthetically pleasing, balanced, and harmonious, with its seamless symmetry and balance, Hexagons are the true inspirations for those who prefer edgy geometry design. A striking contrast of the austere pattern and madly vivid color palette complete the pens’ incomparable style.
Click to shop all compatible short or long standard international ink cartridges.
"
352,352,https://www.gouletpens.com/collections/all-fountain-pens/products/visconti-van-gogh-fountain-pen-self-portrait,VI-KP12-01-FP-F,Visconti Van Gogh Fountain Pen - Self Portrait,True,$239.20,"Fine, Medium",New,Visconti,Fountain Pens,Blue,No,Resin,Magnetic cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter",Metal,Silver,Steel,Yes,No,Silver,12.4mm (0.5in),14.5mm (0.6in),19mm (0.7in),10.3mm (0.4in),124.1mm (4.9in),65.7mm (2.6in),20mm (0.8in),139.5mm (5.5in),158.3mm (6.2in),20g (0.7oz),11g (0.4oz),31g (1.1oz),,0.94ml,1.03ml,,,"
Made from natural resin uniquely mixed to represent palettes of oil paint, this Visconti Van Gogh series is inspired by the artist's color and technique. Each pen represents a specific Van Gogh painting. The pen utilizes Visconti's eighteen-faceted design, with the many edges enhancing its vivid colors. This Self Portrait fountain pen features a stainless steel nib. A converter is included, and it also accepts standard international short cartridges. It comes packaged in a unique gift box that is complemented with a faithfully reproduced canvas of the painting.

We do our best to photograph the pens to show how they will appear in person, but due to the nature of the material, expect some variation in the pattern from what you see here.
Click here to shop all compatible short standard international ink cartridges.
"
353,353,https://www.gouletpens.com/collections/all-fountain-pens/products/faber-castell-loom-fountain-pen-metallic-light-blue,FB-149112,Faber-Castell Loom Fountain Pen - Metallic Light Blue,True,$55.00,"Extra-Fine, Fine, Medium, Broad",New,Faber-Castell,Fountain Pens,"Blue, Silver/Grey",No,Lacquered metal,Snap-cap,"Bottled inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Metal,Silver,Steel,Yes,No,Silver,11.8mm (0.5in),15.5mm (0.6in),18mm (0.7in),9.8mm (0.4in),120mm (4.7in),61mm (2.4in),19mm (0.7in),130mm (5.1in),152mm (6in),26g (0.9oz),7g (0.2oz),33g (1.2oz),,1.02ml,1.13ml,,,"
The Loom features a silver barrel and metallic light blue cap, a grip section with fine rings and a subtly curved form, and a smooth stainless steel nib. It includes an ink cartridge to get you started writing right away, or you can purchase a converter to use bottled ink.
Click to shop all compatible short or long standard international ink cartridges.
"
354,354,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-explorer-fountain-pen-turquoise,PN12286,Pilot Explorer Fountain Pen - Turquoise,True,$23.60,"Fine, Medium",New,Pilot,Fountain Pens,Turquoise,No,Resin,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Black,12.2mm (0.48in),13.5mm (0.53in),16.5mm (0.65in),8.8mm (0.35in),128.0mm (5.04in),57.7mm (2.27in),17.6mm (0.69in),142.0mm (5.59in),162.3mm (6.39in),6.0g (0.21oz),6.0g (0.21oz),12.0g (0.42oz),,1.08ml,1.28ml,,,"
Introducing the Explorer, the newest value fountain pen from Pilot. This turquoise resin pen has a matte metallic finish and is complemented by black trim. It has a snap cap, a stainless steel nib, and comes with a Pilot ink cartridge. You can also use a CON-40 twist piston converter (sold separately) to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
355,355,https://www.gouletpens.com/collections/all-fountain-pens/products/online-switch-plus-fountain-pen-rose-gold,ON26046,ONLINE Switch Plus Fountain Pen - Rose Gold,True,$20.00,"Extra-Fine, Fine, Medium",New,ONLINE,Fountain Pens,Rose Gold,No,Resin,Snap-cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter",Resin,Black,Steel,Yes,No,Silver,12.8mm (0.5in),14.7mm (0.6in),19mm (0.7in),10mm (0.4in),138.8mm (5.5in),63.1mm (2.5in),15.4mm (0.6in),149.5mm (5.9in),161.9mm (6.4in),11g (0.4oz),8g (0.3oz),19g (0.7oz),,1.62ml,0.82ml,,,"
Pen and paper meet smartphone and tablet. The ONLINE Switch Plus fountain pen has a double-sided design - a fountain pen nib on one end, a stylus tip on the other. This fountain pen is made with a metallic brown resin, complemented by a black cap with a metal clip. The triangular rubberized ergonomic grip helps you properly hold the pen, ideal especially for beginners. The body of the pen features an ink window so that you can see when your ink is getting low. The stylus tip on the back of the pen glides lightly and conductively over the capacitive screens of smartphones and tablet PCs, and the back of the barrel has a bit of texture to serve as a grip section when using the pen as a stylus.
This fountain pen comes with one blue standard international fitted proprietary ink cartridge and includes the smaller clear Standard International converter commonly known as ONLINE or Monteverde Artista Crystal. It will not fit a full size converter due to the diameter of the converter not fitting inside the body of the pen. The black steel nib comes with a 5 year guarantee. Each individual pen represents tested quality – Made in Germany.
Click here to shop all compatible short standard international ink cartridges.
"
356,356,https://www.gouletpens.com/collections/all-fountain-pens/products/aurora-88-fountain-pen-satin-black-rose-gold,AU-809PN-EF,Aurora 88 Fountain Pen - Satin Black/Rose Gold,True,$495.00,"Extra-Fine, Fine, Medium",New,Aurora,Fountain Pens,Black,No,Resin,Screw-cap,Bottled inks,Piston,Resin,Rose Gold,14kt Gold,Yes,No,Rose Gold,14mm (0.6in),15mm (0.6in),19.7mm (0.8in),10.4mm (0.4in),130mm (5.1in),61.8mm (2.4in),22.6mm (0.9in),136.3mm (5.4in),157.6mm (6.2in),14g (0.5oz),7g (0.2oz),21g (0.7oz),1.36ml,,,,1.25,"
                                    There is no shortage of black fountain pens, but the Aurora 88 Satin Black takes it up a notch with beautiful rose gold trim and a solid 14k rose gold nib. The 88 is a gorgeous pen that Aurora has been refining for the last 60 years. The solid rose gold nib is intricately engraved, and the piston filling mechanism allows for easy refilling. The pen’s ink window allows you to see exactly how much ink you have and Aurora’s Hidden Reservoir allows you to release enough ink to write almost 2 more full pages. It is the perfect combination of form and function, a solid daily writer with enough class for a black tie event.
                                    
                                "
357,357,https://www.gouletpens.com/collections/all-fountain-pens/products/platinum-plaisir-fountain-pen-black-mist-special-edition,Plat-PGB-1500-01-F,Platinum Plaisir Fountain Pen - Black Mist (Special Edition),True,$17.60,"Fine, Medium",New,Platinum,Fountain Pens,Black,No,Aluminum,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,12.2mm (0.48in),13.5mm (0.53in),15.7mm (0.62in),9.6mm (0.38in),121.0mm (4.76in),67.0mm (2.64in),14.5mm (0.57in),143.0mm (5.63in),152.0mm (5.98in),9.0g (0.32oz),10.0g (0.35oz),19.0g (0.67oz),,1.43ml,0.98ml,,,"
The Platinum Plaisir fountain pen features a cap which prevents ink from drying, enabling smooth writing even after no use for a whole year. The outside body is made of aluminum and has a special matte finish.The Plaisir series is characterized by its coloring properties with depth of the aluminum body. Platinum Pen selected black, which is their corporate color, for the new color of the year as the Company marks its 100th anniversary in 2019. A smooth and pleasant texture has been achieved by applying a blast processing while the surface reflection has been softened to produce an impression as if the pen is covered by mist, from which the name ""Black Mist"" comes.  By putting an extra effort in the surface finishing, ""Black Mist"" adds a new look to the Plaisir series. It matches perfectly with digital tools such as smartphones, personal computers and digital cameras, enabling a wide range of use both at work and leisure.
This fountain pen has a matte black barrel and cap, silver trim, a stainless steel nib, and accepts proprietary Platinum cartridges (one is included) or a Platinum converter (sold separately).
Click here to shop all compatible Platinum ink cartridges.
"
358,358,https://www.gouletpens.com/collections/all-fountain-pens/products/kaweco-skyline-sport-fountain-pen-fox,KAW-10001694,Kaweco Skyline Sport Fountain Pen - Fox,True,$27.00,"Extra-Fine, Fine, Medium",New,Kaweco,Fountain Pens,Orange,No,Resin,Screw-cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter, Eyedropper",Resin,Silver,Steel,Yes,No,Silver,11.0mm (0.43in),14.0mm (0.55in),18.0mm (0.71in),9.4mm (0.37in),100.0mm (3.94in),70.0mm (2.76in),17.0mm (0.67in),105.0mm (4.13in),132.0mm (5.20in),6.0g (0.21oz),4.0g (0.14oz),10.0g (0.35oz),,0.97ml,0.67ml,2.89ml,1,"
The Kaweco Skyline Sport is a pocket-sized fountain pen that when posted transforms into a full-sized pen that easily fits in your hand. This solid red-orange resin fountain pen comes with a stainless steel nib and an ink cartridge to get you started writing right away! It uses short standard international ink cartridges, or you can easily convert it to an eyedropper pen with a little bit of silicone grease. Converter and optional clip sold separately.Note: This pen comes with an ink cartridge stored in the body. If it doesn’t fall right out, you can get it loose by giving the body a few solid taps on a hard surface.
Click here to shop all compatible short standard international ink cartridges.
"
359,359,https://www.gouletpens.com/collections/all-fountain-pens/products/kaweco-al-sport-fountain-pen-rose-gold,KAW-10001243,Kaweco AL Sport Fountain Pen - Rose Gold,True,$80.00,"Extra-Fine, Fine, Medium",New,Kaweco,Fountain Pens,Pink,No,Aluminum,Screw-cap,"Bottled Inks, Standard international short cartridges","Cartridge, Converter",Aluminum,Silver,Steel,Yes,No,Silver,11.0mm (0.43in),14.0mm (0.55in),18.0mm (0.71in),9.4mm (0.37in),100.0mm (3.94in),70.0mm (2.76in),17.0mm (0.67in),105.0mm (4.13in),132.0mm (5.20in),13.0g (0.46oz),9.0g (0.32oz),22.0g (0.78oz),,0.97ml,0.67ml,,1.75,"
The Kaweco AL Sport is a pocket-sized fountain pen that when posted transforms into a full-sized pen that easily fits in your hand. The body and cap are aluminum with an anodized rose gold-colored finish. It comes with a stainless steel nib and an ink cartridge to get you started writing right away! It accepts short standard international cartridges. Converter and optional clip sold separately.Note: This pen comes with an ink cartridge stored in the body. If it doesn’t fall right out, you can get it loose by giving the body a few solid taps on a hard surface.
Click here to shop all compatible short standard international ink cartridges.
"
